[[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], 78.99761502544165, 0.03336620330810547, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 2], 2.269974875673292, 0.013669967651367188, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 4, 3], 3.0689086901812415, 0.01584458351135254, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 6, 4], 1.3239978784043722, 0.014423131942749023, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 1], 5.7259104557700455, 0.040038347244262695, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 2, 2], 4.442728119588177, 0.04061603546142578, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 4, 3], 23.191348584784492, 0.025475263595581055, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 6, 4], 1.3888596481050832, 0.017303466796875, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0, 0, 1], 20.21290570421451, 0.02414560317993164, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0, 2, 2], 1.5776094033638801, 0.01880335807800293, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0, 4, 3], 7.045321382805407, 0.02323150634765625, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0, 6, 4], 2.6381959066343748, 0.02115774154663086, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0, 0, 1], 10.572151677989021, 0.06576943397521973, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0, 2, 2], 3.2566792572521486, 0.0559237003326416, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0, 4, 3], 14.914275584554723, 0.020230770111083984, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0, 6, 4], 1.269464756456214, 0.020648479461669922, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0, 0, 1], 5.6508041899145764, 0.018998384475708008, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0, 2, 2], 4.540588702575969, 0.1241762638092041, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0, 4, 3], 18.020159301412995, 0.01877427101135254, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0, 6, 4], 1.4222496610355422, 0.02420353889465332, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0, 0, 1], 5.3916736224525454, 0.08007550239562988, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0, 2, 2], 7.15161456032935, 0.04511094093322754, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0, 4, 3], 44.33828633182692, 0.020971059799194336, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0, 6, 4], 2.1178685026718016, 0.02058577537536621, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 4, 3, 5, 0, 0, 1], 12.325904416068548, 0.03227734565734863, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 4, 3, 5, 0, 2, 2], 2.7900768348254745, 0.02182936668395996, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 4, 3, 5, 0, 4, 3], 11.195142536022198, 0.04410839080810547, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 4, 3, 5, 0, 6, 4], 1.4591897473946756, 0.03398919105529785, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 6, 4, 7, 0, 0, 1], 6.821608568617454, 0.07994747161865234, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 6, 4, 7, 0, 2, 2], 3.26216446152971, 0.10413455963134766, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 6, 4, 7, 0, 4, 3], 22.7116705597332, 0.03585481643676758, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 6, 4, 7, 0, 6, 4], 1.390221201207091, 0.0828557014465332, 0]
[[0, 0, 1, 1, 0, 4, 3, 5, 0, 0, 1, 1, 0, 0, 1], 17.525333038102502, 0.04105257987976074, 0]
