[[0, 1, 2, 4, 0, 1, 2, 4, 0], 1.0873499683953995, 0.26029038429260254, 0]
[[0, 1, 2, 4, 0, 0, 1, 3, 0], 52.3030298601721, 0.45505595207214355, 0]
[[0, 1, 2, 4, 0, 2, 3, 5, 0], 245.27943997549693, 0.41658782958984375, 0]
[[0, 0, 1, 3, 0, 1, 2, 4, 0], 64.85459114873964, 0.34103941917419434, 0]
[[0, 0, 1, 3, 0, 0, 1, 3, 0], 9.35403344879295, 0.8425607681274414, 0]
[[0, 0, 1, 3, 0, 2, 3, 5, 0], 79.46007397163947, 0.7926363945007324, 0]
[[0, 2, 3, 5, 0, 1, 2, 4, 0], 283.2472457343869, 0.300795316696167, 0]
[[0, 2, 3, 5, 0, 0, 1, 3, 0], 67.36374543179042, 0.826453685760498, 0]
[[0, 2, 3, 5, 0, 2, 3, 5, 0], 284.89567273546237, 0.7308645248413086, 0]
[[1, 3, 0, 1, 2, 4, 0, 1, 2], 9.297933392421031, 0.2814671993255615, 0]
[[1, 3, 0, 1, 2, 4, 0, 0, 1], 16.960806814694195, 0.5384743213653564, 0]
[[1, 3, 0, 1, 2, 4, 0, 2, 3], 17.471320328684957, 0.41422057151794434, 0]
[[1, 3, 0, 0, 1, 3, 0, 1, 2], 1.9191618981170424, 0.6721410751342773, 0]
[[1, 3, 0, 0, 1, 3, 0, 0, 1], 1.6846486872023858, 0.9744932651519775, 0]
[[1, 3, 0, 0, 1, 3, 0, 2, 3], 2.7667627612507903, 0.9486677646636963, 0]
[[1, 3, 0, 2, 3, 5, 0, 1, 2], 16.500436690038555, 0.5782008171081543, 0]
[[1, 3, 0, 2, 3, 5, 0, 0, 1], 20.449752454521285, 0.8810508251190186, 0]
[[1, 3, 0, 2, 3, 5, 0, 2, 3], 21.13500003234107, 0.8536906242370605, 0]
[[3, 5, 0, 1, 2, 4, 0, 1, 2], 10.49531538707976, 0.26987218856811523, 0]
[[3, 5, 0, 1, 2, 4, 0, 0, 1], 15.029002487966132, 0.46195125579833984, 0]
[[3, 5, 0, 1, 2, 4, 0, 2, 3], 14.476658358865178, 0.4198172092437744, 0]
[[3, 5, 0, 0, 1, 3, 0, 1, 2], 2.607980018359286, 0.6539812088012695, 0]
[[3, 5, 0, 0, 1, 3, 0, 0, 1], 2.636779351771857, 0.9489479064941406, 0]
[[3, 5, 0, 0, 1, 3, 0, 2, 3], 4.6599915300903, 0.9135701656341553, 0]
[[3, 5, 0, 2, 3, 5, 0, 1, 2], 15.094764631318812, 0.5820684432983398, 0]
[[3, 5, 0, 2, 3, 5, 0, 0, 1], 20.348416634658488, 0.8674964904785156, 0]
[[3, 5, 0, 2, 3, 5, 0, 2, 3], 21.60155363579468, 0.8400607109069824, 0]
[[2, 4, 0, 1, 2, 4, 0, 1, 2], 496.9992406154852, 0.25310182571411133, 0]
[[2, 4, 0, 1, 2, 4, 0, 0, 1], 12.013139850111694, 0.2641468048095703, 0]
[[2, 4, 0, 1, 2, 4, 0, 2, 3], 12.950310483856583, 0.2598581314086914, 0]
[[2, 4, 0, 0, 1, 3, 0, 1, 2], 1.3273517676050919, 0.27205491065979004, 0]
[[2, 4, 0, 0, 1, 3, 0, 0, 1], 1.6169279755113204, 0.3498528003692627, 0]
[[2, 4, 0, 0, 1, 3, 0, 2, 3], 2.330009033690401, 0.3430330753326416, 0]
[[2, 4, 0, 2, 3, 5, 0, 1, 2], 6.3745892415139895, 0.26639437675476074, 0]
[[2, 4, 0, 2, 3, 5, 0, 0, 1], 13.162982814175022, 0.3397533893585205, 0]
[[2, 4, 0, 2, 3, 5, 0, 2, 3], 12.479558903057102, 0.3251357078552246, 0]
