[[0, 0, 1, 1, 0, 0, 1], 6.169597342581069, 0.2615821361541748, 0]
[[0, 0, 1, 1, 0, 2, 2], 15.219671775842851, 0.23979473114013672, 0]
[[0, 0, 1, 1, 0, 4, 3], 10.633913659745854, 0.3667259216308594, 0]
[[0, 2, 2, 3, 0, 0, 1], 3.96570513113086, 0.25739240646362305, 0]
[[0, 2, 2, 3, 0, 2, 2], 12.827691397313993, 0.22896385192871094, 0]
[[0, 2, 2, 3, 0, 4, 3], 6.353149683829819, 0.36568379402160645, 0]
[[0, 4, 3, 5, 0, 0, 1], 4.698325759358975, 0.44550609588623047, 0]
[[0, 4, 3, 5, 0, 2, 2], 11.269665396468353, 0.34272217750549316, 0]
[[0, 4, 3, 5, 0, 4, 3], 5.925549407033065, 0.6758217811584473, 0]
[[1, 1, 0, 0, 1, 1, 0], 4.896863803530054, 0.23465585708618164, 0]
[[1, 1, 0, 2, 2, 3, 0], 3.7575922341603314, 0.17718815803527832, 0]
[[1, 1, 0, 4, 3, 5, 0], 3.795963723144358, 0.34423279762268066, 0]
[[2, 3, 0, 0, 1, 1, 0], 10.039763819064927, 0.2154076099395752, 0]
[[2, 3, 0, 2, 2, 3, 0], 12.78931040924203, 0.16320061683654785, 0]
[[2, 3, 0, 4, 3, 5, 0], 8.176292041109177, 0.20789194107055664, 0]
[[3, 5, 0, 0, 1, 1, 0], 8.785749677205843, 0.26000285148620605, 0]
[[3, 5, 0, 2, 2, 3, 0], 7.304303133280401, 0.20807909965515137, 0]
[[3, 5, 0, 4, 3, 5, 0], 5.555257859569962, 0.40514636039733887, 0]
