[[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0], 8.0, 0.01592111587524414, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0], 4.7479980380872342425, 0.018805265426635742, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0], 8.188809928640683917, 0.02014899253845215, 0]
[[0, 0, 1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0], 1.1503244532253298081, 0.026166915893554688, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0], 1.3100284986120107122, 0.016873836517333984, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0], 5.2989515992241199116, 0.020954132080078125, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 4, 3, 5, 0], 7.258938137455987876, 0.020386695861816406, 0]
[[0, 0, 1, 1, 0, 2, 2, 3, 0, 6, 4, 7, 0], 1.1500999285173427724, 0.021773815155029297, 0]
[[0, 0, 1, 1, 0, 4, 3, 5, 0, 0, 1, 1, 0], 1.3100284986120107122, 0.020830154418945312, 0]
[[0, 0, 1, 1, 0, 4, 3, 5, 0, 2, 2, 3, 0], 4.9552122154503068967, 0.02083301544189453, 0]
[[0, 0, 1, 1, 0, 4, 3, 5, 0, 4, 3, 5, 0], 257.85822384792033266, 0.02516794204711914, 0]
[[0, 0, 1, 1, 0, 4, 3, 5, 0, 6, 4, 7, 0], 1.1501106747232274246, 0.03163933753967285, 0]
[[0, 0, 1, 1, 0, 6, 4, 7, 0, 0, 1, 1, 0], 1.3100284986120107122, 0.03304457664489746, 0]
[[0, 0, 1, 1, 0, 6, 4, 7, 0, 2, 2, 3, 0], 4.6261957008293718083, 0.03012251853942871, 0]
[[0, 0, 1, 1, 0, 6, 4, 7, 0, 4, 3, 5, 0], 98.63677837094704413, 0.030483007431030273, 0]
[[0, 0, 1, 1, 0, 6, 4, 7, 0, 6, 4, 7, 0], 1.1500999285173427724, 0.03284168243408203, 0]
[[0, 2, 2, 3, 0, 0, 1, 1, 0, 0, 1, 1, 0], 1.3368977133453859678, 0.023079633712768555, 0]
[[0, 2, 2, 3, 0, 0, 1, 1, 0, 2, 2, 3, 0], 4.652691918391897681, 0.02508234977722168, 0]
[[0, 2, 2, 3, 0, 0, 1, 1, 0, 4, 3, 5, 0], 4.1819538895766441566, 0.024055004119873047, 0]
[[0, 2, 2, 3, 0, 0, 1, 1, 0, 6, 4, 7, 0], 1.1501000382786224325, 0.023772478103637695, 0]
[[0, 2, 2, 3, 0, 2, 2, 3, 0, 0, 1, 1, 0], 1.3368977133453859678, 0.018088817596435547, 0]
[[0, 2, 2, 3, 0, 2, 2, 3, 0, 2, 2, 3, 0], 429.62549705086117524, 0.02410602569580078, 0]
[[0, 2, 2, 3, 0, 2, 2, 3, 0, 4, 3, 5, 0], 15.183268462564330304, 0.020650863647460938, 0]
[[0, 2, 2, 3, 0, 2, 2, 3, 0, 6, 4, 7, 0], 1.4095306781614170166, 0.02014613151550293, 0]
[[0, 2, 2, 3, 0, 4, 3, 5, 0, 0, 1, 1, 0], 1.3116812350543205974, 0.0201873779296875, 0]
[[0, 2, 2, 3, 0, 4, 3, 5, 0, 2, 2, 3, 0], 4.7010372351279876768, 0.024190187454223633, 0]
[[0, 2, 2, 3, 0, 4, 3, 5, 0, 4, 3, 5, 0], 107.2633483892752566, 0.02566385269165039, 0]
[[0, 2, 2, 3, 0, 4, 3, 5, 0, 6, 4, 7, 0], 1.1501778156160422775, 0.024912118911743164, 0]
[[0, 2, 2, 3, 0, 6, 4, 7, 0, 0, 1, 1, 0], 1.3100284986120107122, 0.01953887939453125, 0]
[[0, 2, 2, 3, 0, 6, 4, 7, 0, 2, 2, 3, 0], 4.628829667966869713, 0.020065784454345703, 0]
[[0, 2, 2, 3, 0, 6, 4, 7, 0, 4, 3, 5, 0], 98.22050035003035711, 0.04188895225524902, 0]
[[0, 2, 2, 3, 0, 6, 4, 7, 0, 6, 4, 7, 0], 1.150100194807787929, 0.03126668930053711, 0]
[[0, 4, 3, 5, 0, 0, 1, 1, 0, 0, 1, 1, 0], 2.5767549337048421623, 0.02406144142150879, 0]
[[0, 4, 3, 5, 0, 0, 1, 1, 0, 2, 2, 3, 0], 4.6735179580201218486, 0.022474288940429688, 0]
[[0, 4, 3, 5, 0, 0, 1, 1, 0, 4, 3, 5, 0], 5.281758653990269554, 0.08484792709350586, 0]
[[0, 4, 3, 5, 0, 0, 1, 1, 0, 6, 4, 7, 0], 1.1501377964475555821, 0.04375863075256348, 0]
[[0, 4, 3, 5, 0, 2, 2, 3, 0, 0, 1, 1, 0], 1.3103755078180879065, 0.03003215789794922, 0]
[[0, 4, 3, 5, 0, 2, 2, 3, 0, 2, 2, 3, 0], 13.74059616466811306, 0.0578312873840332, 0]
[[0, 4, 3, 5, 0, 2, 2, 3, 0, 4, 3, 5, 0], 7.1571662698331224893, 0.025510549545288086, 0]
[[0, 4, 3, 5, 0, 2, 2, 3, 0, 6, 4, 7, 0], 1.1523487853623578824, 0.03203773498535156, 0]
[[0, 4, 3, 5, 0, 4, 3, 5, 0, 0, 1, 1, 0], 1.3278953947054415799, 0.02981424331665039, 0]
[[0, 4, 3, 5, 0, 4, 3, 5, 0, 2, 2, 3, 0], 5.4724968130261161343, 0.04195547103881836, 0]
[[0, 4, 3, 5, 0, 4, 3, 5, 0, 4, 3, 5, 0], 4.6806305558386115994e+170, 0.03592634201049805, 0]
[[0, 4, 3, 5, 0, 4, 3, 5, 0, 6, 4, 7, 0], 1.1637334350124006161, 0.05706620216369629, 0]
[[0, 4, 3, 5, 0, 6, 4, 7, 0, 0, 1, 1, 0], 1.3100409120077450918, 0.03306102752685547, 0]
[[0, 4, 3, 5, 0, 6, 4, 7, 0, 2, 2, 3, 0], 4.643368554838151475, 0.027954816818237305, 0]
[[0, 4, 3, 5, 0, 6, 4, 7, 0, 4, 3, 5, 0], 98.90863596841823426, 0.03605318069458008, 0]
[[0, 4, 3, 5, 0, 6, 4, 7, 0, 6, 4, 7, 0], 1.1501049441519949108, 0.028522014617919922, 0]
[[0, 6, 4, 7, 0, 0, 1, 1, 0, 2, 2, 3, 0], 4.652572349232711333, 0.02008819580078125, 0]
[[0, 6, 4, 7, 0, 0, 1, 1, 0, 4, 3, 5, 0], 4.1633480350031500596, 0.045006513595581055, 0]
[[0, 6, 4, 7, 0, 0, 1, 1, 0, 6, 4, 7, 0], 1.1500999285173427724, 0.03004622459411621, 0]
[[0, 6, 4, 7, 0, 2, 2, 3, 0, 0, 1, 1, 0], 1.3100284986120107122, 0.023977994918823242, 0]
[[0, 6, 4, 7, 0, 2, 2, 3, 0, 2, 2, 3, 0], 6.356962797338589616, 0.02016472816467285, 0]
[[0, 6, 4, 7, 0, 2, 2, 3, 0, 4, 3, 5, 0], 7.239526372087686473, 0.033083438873291016, 0]
[[0, 6, 4, 7, 0, 2, 2, 3, 0, 6, 4, 7, 0], 1.1500999495151511738, 0.02411818504333496, 0]
[[0, 6, 4, 7, 0, 4, 3, 5, 0, 0, 1, 1, 0], 1.3100407391448651008, 0.0381169319152832, 0]
[[0, 6, 4, 7, 0, 4, 3, 5, 0, 2, 2, 3, 0], 5.834200569059566129, 0.03602099418640137, 0]
[[0, 6, 4, 7, 0, 4, 3, 5, 0, 4, 3, 5, 0], 5.686897194795182629e+364, 0.029050350189208984, 0]
[[0, 6, 4, 7, 0, 4, 3, 5, 0, 6, 4, 7, 0], 1.1501000144174728981, 0.02848219871520996, 0]
[[0, 6, 4, 7, 0, 6, 4, 7, 0, 0, 1, 1, 0], 1.3100284986120107122, 0.03179669380187988, 0]
[[0, 6, 4, 7, 0, 6, 4, 7, 0, 2, 2, 3, 0], 4.6261967719638723935, 0.029178142547607422, 0]
[[0, 6, 4, 7, 0, 6, 4, 7, 0, 4, 3, 5, 0], 98.63627388549816476, 0.04983043670654297, 0]
[[0, 6, 4, 7, 0, 6, 4, 7, 0, 6, 4, 7, 0], 1.1500999285173427724, 0.051090240478515625, 0]
[[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], 7.9999999999999999983, 0.033010005950927734, 0]
[[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 2], 1.3038784486205517654, 0.017964601516723633, 0]
[[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 4, 3], 5.451389448248086971, 0.01833319664001465, 0]
[[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 6, 4], 1.0144927536231884058, 0.01829814910888672, 0]
[[1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 0, 1], 1.0, 0.020818710327148438, 0]
[[1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 2, 2], 1.4598160735705717646, 0.016483783721923828, 0]
[[1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 4, 3], 2.082908501059322034, 0.021277904510498047, 0]
[[1, 1, 0, 0, 1, 1, 0, 2, 2, 3, 0, 6, 4], 1.0, 0.0313715934753418, 0]
[[1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0, 0, 1], 1.0, 0.020465612411499023, 0]
[[1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0, 2, 2], 1.1841759684832567301, 0.020645856857299805, 0]
[[1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0, 4, 3], 116.75552256101977258, 0.037071943283081055, 0]
[[1, 1, 0, 0, 1, 1, 0, 4, 3, 5, 0, 6, 4], 1.003031138054560485, 0.0299680233001709, 0]
[[1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0, 0, 1], 1.0, 0.019576072692871094, 0]
[[1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0, 2, 2], 1.0062189054726368159, 0.01994800567626953, 0]
[[1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0, 4, 3], 29.29637162915819172, 0.021811723709106445, 0]
[[1, 1, 0, 0, 1, 1, 0, 6, 4, 7, 0, 6, 4], 1.0, 0.02697920799255371, 0]
[[1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0, 0, 1], 1.0000000000000000002, 0.01665019989013672, 0]
[[1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0, 2, 2], 1.0139925373134328249, 0.016809463500976562, 0]
[[1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0, 4, 3], 1.1100741372523290865, 0.023953676223754883, 0]
[[1, 1, 0, 2, 2, 3, 0, 0, 1, 1, 0, 6, 4], 1.0, 0.019287586212158203, 0]
[[1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0, 0, 1], 1.0, 0.01679825782775879, 0]
[[1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0, 2, 2], 1.4898040783686525343, 0.026937007904052734, 0]
[[1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0, 4, 3], 2.2680415783898305072, 0.01953125, 0]
[[1, 1, 0, 2, 2, 3, 0, 2, 2, 3, 0, 6, 4], 1.0, 0.018134355545043945, 0]
[[1, 1, 0, 2, 2, 3, 0, 4, 3, 5, 0, 0, 1], 1.0, 0.02598714828491211, 0]
[[1, 1, 0, 2, 2, 3, 0, 4, 3, 5, 0, 2, 2], 1.2366293532338308424, 0.02105259895324707, 0]
