[[0, 1, 2, 4, 0, 1, 2, 4, 0, 1, 2], 1.0076569994318694, 0.7917864322662354, 0]
[[0, 1, 2, 4, 0, 1, 2, 4, 0, 0, 1], 1.0829764189959044, 0.8414697647094727, 0]
[[0, 1, 2, 4, 0, 1, 2, 4, 0, 2, 3], 1.080451651055407, 0.8039813041687012, 0]
[[0, 1, 2, 4, 0, 0, 1, 3, 0, 1, 2], 1.2695465430216921, 0.8517022132873535, 0]
[[0, 1, 2, 4, 0, 0, 1, 3, 0, 0, 1], 1.0032905679491908, 0.9100043773651123, 0]
[[0, 1, 2, 4, 0, 0, 1, 3, 0, 2, 3], 1.5093947720724004, 0.8588104248046875, 0]
[[0, 1, 2, 4, 0, 2, 3, 5, 0, 1, 2], 1.121719349578995, 0.8669333457946777, 0]
[[0, 1, 2, 4, 0, 2, 3, 5, 0, 2, 3], 1.2428638201088522, 0.8602855205535889, 0]
[[0, 0, 1, 3, 0, 1, 2, 4, 0, 1, 2], 1.0047764458216975, 0.8589274883270264, 0]
[[0, 0, 1, 3, 0, 1, 2, 4, 0, 0, 1], 1.2537346160599645, 0.9192733764648438, 0]
[[0, 0, 1, 3, 0, 1, 2, 4, 0, 2, 3], 1.2134725091919134, 0.8570799827575684, 0]
[[0, 0, 1, 3, 0, 0, 1, 3, 0, 1, 2], 1.086847816610012, 0.935835599899292, 0]
[[0, 0, 1, 3, 0, 0, 1, 3, 0, 0, 1], 1.0193603048510365, 0.9722750186920166, 0]
[[0, 0, 1, 3, 0, 0, 1, 3, 0, 2, 3], 1.2358004508970135, 0.9664924144744873, 0]
[[0, 0, 1, 3, 0, 2, 3, 5, 0, 1, 2], 1.0202772993171962, 0.8601679801940918, 0]
[[0, 0, 1, 3, 0, 2, 3, 5, 0, 0, 1], 1.0788952978358701, 0.9139120578765869, 0]
[[0, 0, 1, 3, 0, 2, 3, 5, 0, 2, 3], 1.020449560441664, 0.9245460033416748, 0]
[[0, 2, 3, 5, 0, 1, 2, 4, 0, 1, 2], 1.0019903697034795, 0.7764892578125, 0]
[[0, 2, 3, 5, 0, 1, 2, 4, 0, 0, 1], 1.1611506429143539, 0.8599488735198975, 0]
[[0, 2, 3, 5, 0, 1, 2, 4, 0, 2, 3], 1.2105274542117623, 0.7988865375518799, 0]
[[0, 2, 3, 5, 0, 0, 1, 3, 0, 1, 2], 1.0748584385474929, 0.8998064994812012, 0]
[[0, 2, 3, 5, 0, 0, 1, 3, 0, 0, 1], 1.0228123392085684, 1.081181526184082, 0]
[[0, 2, 3, 5, 0, 0, 1, 3, 0, 2, 3], 1.1002482492444807, 0.8903751373291016, 0]
[[0, 2, 3, 5, 0, 2, 3, 5, 0, 1, 2], 1.2772771649840575, 0.8321022987365723, 0]
